order_id,customer_id,product_id,quantity,revenue,discount,date
2169,150,2,2,21600000,0.1,2024-10-16
2170,475,5,1,3040000,0.05,2023-10-04
2171,422,7,1,4500000,0.0,2024-07-01
2172,333,12,5,40500000,0.1,2024-10-09
2173,167,3,3,2422500,0.05,2024-07-16
2174,210,20,3,63000000,0.0,2023-10-29
2175,321,1,2,32400000,0.1,2023-12-31
2176,91,9,5,25000000,0.0,2023-01-17
2177,370,13,3,3420000,0.05,2024-10-31
2178,419,15,3,4860000,0.1,2023-08-14
2179,105,19,4,8360000,0.05,2024-10-06
2180,229,8,3,9975000,0.05,2024-03-20
2181,462,16,4,24700000,0.05,2023-04-06
2182,236,6,2,4250000,0.15,2023-06-30
2183,483,6,3,7500000,0.0,2024-10-25
2184,159,6,4,9500000,0.05,2023-07-01
2185,36,5,4,12160000,0.05,2023-03-15
2186,233,13,5,5700000,0.05,2023-04-13
2187,373,1,1,15300000,0.15,2024-09-09
2188,197,1,1,18000000,0.0,2023-04-23
2189,68,8,3,9975000,0.05,2023-03-27
2190,481,20,1,21000000,0.0,2023-01-14
2191,278,11,2,8550000,0.05,2023-03-29
2192,246,19,2,3960000,0.1,2024-03-30
2193,170,16,2,13000000,0.0,2023-06-08
2194,279,9,5,25000000,0.0,2024-10-04
2195,11,2,5,54000000,0.1,2023-04-16
2196,53,17,2,11000000,0.0,2024-03-01
2197,468,8,2,5950000,0.15,2023-01-25
2198,198,5,3,9120000,0.05,2023-12-28
2199,472,13,4,4560000,0.05,2023-04-26
2200,57,8,3,9450000,0.1,2023-04-15
2201,40,20,1,18900000,0.1,2023-12-08
2202,473,3,5,4037500,0.05,2023-02-14
2203,92,14,3,7980000,0.05,2024-06-27
2204,348,14,3,7560000,0.1,2023-06-03
2205,179,4,4,1260000,0.1,2023-10-05
2206,478,9,1,4750000,0.05,2023-03-20
2207,399,5,2,5440000,0.15,2023-11-24
2208,229,16,1,5525000,0.15,2023-03-10
2209,492,9,1,4500000,0.1,2023-05-29
2210,66,6,3,6750000,0.1,2024-01-30
2211,254,14,4,10080000,0.1,2024-05-07
2212,71,8,4,11900000,0.15,2024-01-28
2213,276,18,5,28500000,0.05,2024-05-19
2214,197,3,4,3230000,0.05,2024-08-17
2215,360,3,3,2550000,0.0,2023-08-29
2216,105,1,5,76500000,0.15,2024-01-07
2217,491,5,1,2880000,0.1,2023-04-23
2218,185,5,4,12160000,0.05,2023-10-29
2219,428,18,2,11400000,0.05,2024-03-07
2220,424,8,2,7000000,0.0,2023-02-27
2221,493,5,1,2720000,0.15,2024-01-22
2222,191,2,5,60000000,0.0,2023-04-19
2223,245,20,1,19950000,0.05,2023-06-11
2224,188,5,2,6400000,0.0,2023-03-22
2225,7,19,2,4180000,0.05,2024-03-02
2226,241,5,3,8160000,0.15,2024-06-24
2227,211,11,1,4050000,0.1,2024-03-30
2228,57,5,1,3040000,0.05,2023-03-03
2229,258,6,4,8500000,0.15,2023-01-12
2230,349,15,3,4860000,0.1,2024-07-21
2231,364,8,2,6300000,0.1,2024-03-09
2232,499,3,4,3230000,0.05,2024-06-18
2233,381,7,5,22500000,0.0,2024-02-15
2234,113,13,5,6000000,0.0,2023-07-08
2235,419,15,3,4590000,0.15,2024-05-03
2236,424,13,1,1080000,0.1,2023-06-18
2237,332,14,3,8400000,0.0,2023-07-19
2238,54,3,5,3825000,0.1,2024-01-07
2239,15,8,2,7000000,0.0,2023-10-16
2240,34,7,1,4050000,0.1,2024-09-03
2241,97,18,1,5700000,0.05,2023-07-26
2242,138,3,5,4250000,0.0,2024-08-06
2243,289,16,1,5850000,0.1,2023-02-16
2244,48,10,3,18900000,0.1,2023-01-09
2245,491,13,2,2160000,0.1,2024-05-27
2246,385,13,2,2400000,0.0,2023-12-31
2247,170,14,1,2660000,0.05,2024-05-30
2248,13,19,4,8800000,0.0,2024-01-27
2249,149,6,4,10000000,0.0,2023-06-05
2250,454,3,2,1615000,0.05,2023-08-26
2251,394,6,5,11250000,0.1,2024-05-28
2252,230,5,3,8640000,0.1,2023-12-14
2253,320,14,4,10640000,0.05,2023-02-10
2254,107,20,1,19950000,0.05,2024-09-13
2255,291,16,1,6175000,0.05,2023-04-10
2256,393,10,1,5950000,0.15,2024-07-14
2257,49,15,2,3240000,0.1,2023-11-18
2258,83,3,5,3825000,0.1,2023-10-14
2259,181,3,2,1445000,0.15,2023-03-14
2260,133,16,4,24700000,0.05,2023-09-20
2261,482,4,4,1400000,0.0,2024-08-05
2262,187,10,4,26600000,0.05,2024-02-15
2263,226,12,5,40500000,0.1,2024-06-08
2264,192,3,4,2890000,0.15,2024-11-29
2265,135,2,1,11400000,0.05,2024-09-27
2266,359,18,2,12000000,0.0,2023-01-09
2267,149,13,5,5100000,0.15,2023-06-12
2268,438,3,4,2890000,0.15,2023-08-17
2269,343,3,4,2890000,0.15,2023-12-24
2270,329,18,1,6000000,0.0,2024-04-21
2271,93,4,4,1330000,0.05,2024-02-11
2272,206,11,3,12150000,0.1,2023-03-08
2273,310,16,4,26000000,0.0,2023-08-06
2274,143,15,5,8550000,0.05,2023-02-09
2275,486,16,2,11700000,0.1,2023-05-30
2276,291,2,4,48000000,0.0,2024-09-07
2277,480,12,4,34200000,0.05,2024-03-16
2278,28,7,4,16200000,0.1,2023-01-24
2279,130,6,2,5000000,0.0,2023-03-27
2280,141,13,3,3060000,0.15,2023-03-25
2281,447,14,2,5040000,0.1,2024-06-21
2282,95,2,4,43200000,0.1,2023-04-05
2283,494,10,2,12600000,0.1,2023-06-18
2284,483,14,4,10640000,0.05,2024-05-08
2285,495,14,5,11900000,0.15,2023-12-30
2286,422,1,5,85500000,0.05,2024-07-28
2287,40,19,2,3960000,0.1,2024-09-23
2288,341,11,2,7650000,0.15,2023-01-15
2289,479,5,3,9600000,0.0,2024-05-26
2290,406,14,5,14000000,0.0,2023-09-27
2291,231,5,4,12800000,0.0,2024-10-11
2292,19,7,4,17100000,0.05,2023-07-12
2293,308,13,3,3420000,0.05,2023-08-10
2294,488,7,5,22500000,0.0,2024-11-26
2295,190,12,3,24300000,0.1,2023-01-17
2296,258,4,4,1190000,0.15,2024-05-26
2297,211,12,5,38250000,0.15,2023-12-27
2298,268,11,2,7650000,0.15,2023-04-27
2299,220,12,5,42750000,0.05,2023-07-01
2300,278,14,3,7140000,0.15,2024-01-26
2301,325,10,1,7000000,0.0,2024-09-27
2302,413,4,1,297500,0.15,2023-04-02
2303,54,16,5,32500000,0.0,2024-09-30
2304,325,15,5,9000000,0.0,2024-05-30
2305,342,10,2,13300000,0.05,2024-03-06
2306,398,15,4,7200000,0.0,2024-07-18
2307,101,16,3,16575000,0.15,2023-05-08
2308,212,13,3,3420000,0.05,2023-01-08
2309,260,10,3,18900000,0.1,2023-10-02
2310,430,14,2,5600000,0.0,2024-11-20
2311,461,14,1,2800000,0.0,2023-02-03
2312,79,12,5,40500000,0.1,2024-06-15
2313,172,6,4,9500000,0.05,2024-08-08
2314,285,13,5,5100000,0.15,2023-07-17
2315,425,2,4,45600000,0.05,2024-08-14
2316,481,13,4,4320000,0.1,2023-06-27
2317,265,6,2,5000000,0.0,2024-03-23
2318,364,5,1,2720000,0.15,2024-05-31
2319,432,9,2,9000000,0.1,2024-07-20
2320,105,3,1,722500,0.15,2023-04-06
2321,6,19,1,2200000,0.0,2023-06-06
2322,293,13,2,2040000,0.15,2023-01-26
2323,325,12,2,17100000,0.05,2023-07-11
2324,153,7,2,7650000,0.15,2024-07-02
2325,395,9,1,4500000,0.1,2024-11-06
2326,43,5,1,3200000,0.0,2024-10-04
2327,57,15,1,1800000,0.0,2024-09-02
2328,73,10,2,14000000,0.0,2023-09-26
2329,40,16,2,11050000,0.15,2024-01-06
2330,52,16,4,26000000,0.0,2023-01-23
2331,250,3,4,2890000,0.15,2023-08-04
2332,456,11,4,17100000,0.05,2024-10-10
2333,93,10,2,14000000,0.0,2023-01-11
2334,61,11,4,18000000,0.0,2023-12-22
2335,82,17,1,5225000,0.05,2023-09-18
2336,311,1,1,17100000,0.05,2024-07-02
2337,111,12,2,18000000,0.0,2023-04-28
2338,168,5,1,3040000,0.05,2023-08-14
2339,138,9,2,10000000,0.0,2024-05-08
2340,179,18,3,15300000,0.15,2024-10-29
2341,382,16,5,27625000,0.15,2024-03-22
2342,473,7,2,8550000,0.05,2023-09-14
2343,352,9,1,4500000,0.1,2024-02-07
2344,85,7,4,15300000,0.15,2024-05-14
2345,217,20,3,63000000,0.0,2023-10-06
2346,311,13,2,2160000,0.1,2024-03-15
2347,192,3,2,1700000,0.0,2024-04-05
2348,491,17,5,23375000,0.15,2023-09-17
2349,151,20,5,94500000,0.1,2024-10-22
2350,204,1,2,32400000,0.1,2023-04-28
2351,220,6,2,5000000,0.0,2024-01-02
2352,111,12,2,16200000,0.1,2024-01-16
2353,63,1,1,16200000,0.1,2023-11-23
2354,110,15,3,5130000,0.05,2024-08-04
2355,288,3,3,2422500,0.05,2024-01-30
2356,270,7,5,20250000,0.1,2023-04-16
2357,367,20,1,17850000,0.15,2024-11-18
2358,350,14,3,7980000,0.05,2023-11-22
2359,101,2,4,48000000,0.0,2024-05-20
2360,141,14,1,2380000,0.15,2023-05-03
2361,88,20,5,89250000,0.15,2023-12-01
2362,122,19,3,6600000,0.0,2023-01-22
2363,330,19,4,7920000,0.1,2023-01-05
2364,68,13,5,6000000,0.0,2023-02-07
2365,173,1,4,72000000,0.0,2023-03-13
2366,425,14,3,7560000,0.1,2023-11-05
2367,386,12,1,8100000,0.1,2024-02-14
2368,253,20,4,75600000,0.1,2023-02-18
2369,357,15,1,1620000,0.1,2024-05-20
2370,481,20,1,19950000,0.05,2023-04-16
2371,25,1,1,16200000,0.1,2023-05-23
2372,442,14,2,5600000,0.0,2023-08-20
2373,98,12,1,9000000,0.0,2024-07-04
2374,133,2,1,10800000,0.1,2023-04-24
2375,39,9,5,21250000,0.15,2023-12-04
2376,139,6,5,10625000,0.15,2023-05-22
2377,62,5,2,5440000,0.15,2023-11-23
2378,327,15,1,1710000,0.05,2024-11-15
2379,296,16,4,23400000,0.1,2024-11-08
2380,165,16,1,5850000,0.1,2023-08-20
2381,393,10,3,19950000,0.05,2023-03-26
2382,338,7,1,3825000,0.15,2023-03-21
2383,31,7,2,7650000,0.15,2023-01-14
2384,420,13,4,4800000,0.0,2023-07-12
2385,175,7,5,20250000,0.1,2024-08-27
2386,390,10,2,14000000,0.0,2024-04-09
2387,469,5,3,8160000,0.15,2023-08-13
2388,500,15,5,8550000,0.05,2024-09-27
2389,400,13,1,1080000,0.1,2023-07-12
2390,217,6,5,12500000,0.0,2023-11-11
2391,76,15,1,1710000,0.05,2023-04-20
2392,9,15,3,5400000,0.0,2023-07-11
2393,244,17,3,14850000,0.1,2024-04-08
2394,61,18,3,15300000,0.15,2023-03-28
2395,109,5,5,13600000,0.15,2024-02-11
2396,261,11,4,16200000,0.1,2023-02-24
2397,190,4,4,1190000,0.15,2023-02-20
2398,100,10,4,26600000,0.05,2023-07-13
2399,305,9,5,21250000,0.15,2024-06-26
2400,266,14,1,2660000,0.05,2023-04-22
2401,491,4,1,350000,0.0,2023-08-13
2402,459,2,3,34200000,0.05,2024-08-12
2403,34,18,3,17100000,0.05,2023-04-14
2404,452,20,4,71400000,0.15,2024-02-19
2405,52,8,4,13300000,0.05,2023-10-02
2406,88,7,3,12150000,0.1,2023-12-22
2407,376,1,2,30600000,0.15,2023-04-07
2408,379,10,2,12600000,0.1,2023-09-02
2409,349,3,2,1530000,0.1,2023-06-20
2410,461,15,1,1530000,0.15,2023-05-26
2411,220,11,2,8100000,0.1,2023-01-22
2412,452,3,1,765000,0.1,2023-06-24
2413,497,16,1,5525000,0.15,2024-08-20
2414,448,8,1,3500000,0.0,2024-04-28
2415,420,1,3,51300000,0.05,2024-08-03
2416,269,17,2,11000000,0.0,2023-06-21
2417,52,10,4,23800000,0.15,2023-12-10
2418,377,12,3,22950000,0.15,2024-07-12
2419,130,12,1,8100000,0.1,2024-04-14
2420,155,11,5,19125000,0.15,2024-06-14
2421,58,9,1,4750000,0.05,2024-06-15
2422,211,8,2,6300000,0.1,2024-11-06
2423,255,1,5,76500000,0.15,2023-09-08
2424,185,7,2,7650000,0.15,2023-04-02
2425,328,4,5,1487500,0.15,2023-10-08
2426,491,17,3,14850000,0.1,2023-06-29
2427,455,11,5,19125000,0.15,2024-02-05
2428,484,9,2,10000000,0.0,2023-11-13
2429,297,17,5,27500000,0.0,2023-12-18
2430,222,15,3,4860000,0.1,2024-08-03
2431,57,1,2,30600000,0.15,2024-05-25
2432,349,5,3,9120000,0.05,2024-06-19
2433,156,16,1,5850000,0.1,2023-10-23
2434,8,15,2,3240000,0.1,2023-02-11
2435,423,19,1,1870000,0.15,2023-05-07
2436,157,1,3,54000000,0.0,2024-03-16
2437,26,9,3,13500000,0.1,2023-05-22
2438,403,17,5,26125000,0.05,2024-11-12
2439,489,3,2,1615000,0.05,2023-10-05
2440,222,19,3,6270000,0.05,2023-03-24
2441,17,16,2,11050000,0.15,2023-12-30
2442,217,13,3,3240000,0.1,2023-04-11
2443,306,10,5,29750000,0.15,2023-06-27
2444,348,11,2,8550000,0.05,2024-08-15
2445,129,5,5,15200000,0.05,2024-03-02
2446,155,10,3,17850000,0.15,2023-03-29
2447,280,6,4,10000000,0.0,2024-01-20
2448,71,17,3,14850000,0.1,2024-03-28
2449,240,12,4,30600000,0.15,2024-03-13
2450,493,14,1,2800000,0.0,2024-04-17
2451,491,14,2,5040000,0.1,2023-04-01
2452,403,8,5,15750000,0.1,2024-08-17
2453,66,20,5,94500000,0.1,2024-07-10
2454,28,13,4,4800000,0.0,2023-05-09
2455,237,17,1,5500000,0.0,2024-04-16
2456,29,9,1,4500000,0.1,2024-10-27
2457,305,4,5,1487500,0.15,2023-10-25
2458,354,11,1,4500000,0.0,2023-03-04
2459,360,7,2,7650000,0.15,2024-06-12
2460,70,8,2,6300000,0.1,2024-11-22
2461,322,10,4,26600000,0.05,2023-01-07
2462,59,3,2,1700000,0.0,2023-01-01
2463,267,4,2,700000,0.0,2023-09-11
2464,243,1,4,61200000,0.15,2024-06-01
2465,29,4,4,1190000,0.15,2023-11-04
2466,95,8,3,8925000,0.15,2024-07-13
2467,440,20,4,79800000,0.05,2023-05-07
2468,326,1,2,34200000,0.05,2023-07-09
2469,88,17,2,9350000,0.15,2024-07-13
2470,246,10,1,5950000,0.15,2023-10-24
2471,189,9,4,20000000,0.0,2024-02-05
2472,238,14,2,5600000,0.0,2024-03-11
2473,146,15,5,7650000,0.15,2023-05-04
2474,6,19,1,1870000,0.15,2023-11-07
2475,22,12,4,30600000,0.15,2023-05-23
2476,142,1,3,51300000,0.05,2023-06-12
2477,179,17,5,27500000,0.0,2024-02-04
2478,90,5,5,14400000,0.1,2023-12-27
2479,236,5,3,8160000,0.15,2023-10-13
2480,35,16,4,24700000,0.05,2024-01-21
2481,295,17,5,24750000,0.1,2024-11-05
2482,67,11,5,20250000,0.1,2024-08-25
2483,300,20,1,21000000,0.0,2024-02-18
2484,16,6,1,2500000,0.0,2023-08-26
2485,256,16,2,12350000,0.05,2023-11-28
2486,54,6,4,10000000,0.0,2024-01-29
2487,32,20,1,21000000,0.0,2023-09-14
2488,434,3,3,2550000,0.0,2024-03-28
2489,473,6,1,2125000,0.15,2023-11-25
2490,194,5,5,15200000,0.05,2024-10-14
2491,101,9,4,18000000,0.1,2024-05-17
2492,116,7,4,17100000,0.05,2023-06-15
2493,45,19,1,2090000,0.05,2023-01-25
2494,18,5,3,8160000,0.15,2023-01-06
2495,291,18,3,17100000,0.05,2023-03-15
2496,350,17,2,10450000,0.05,2024-05-23
2497,293,16,3,17550000,0.1,2024-05-27
2498,317,18,1,5100000,0.15,2023-05-22
2499,219,13,5,6000000,0.0,2023-03-14
2500,66,17,1,5500000,0.0,2023-11-02
2501,256,8,5,15750000,0.1,2023-02-22
2502,12,8,3,8925000,0.15,2023-10-24
2503,361,12,2,16200000,0.1,2023-03-11
2504,39,18,2,10800000,0.1,2024-08-12
2505,205,20,5,105000000,0.0,2023-02-28
2506,299,16,1,6500000,0.0,2023-09-27
2507,174,14,2,5040000,0.1,2023-09-25
2508,455,2,2,21600000,0.1,2023-05-23
2509,474,2,4,48000000,0.0,2023-08-30
2510,413,19,1,1980000,0.1,2024-09-16
2511,37,14,5,14000000,0.0,2024-09-04
2512,455,18,2,10800000,0.1,2024-05-05
2513,371,2,1,10200000,0.15,2023-04-17
2514,260,8,3,8925000,0.15,2024-10-27
2515,245,10,1,7000000,0.0,2023-08-22
2516,14,7,5,19125000,0.15,2024-07-01
2517,350,1,4,72000000,0.0,2024-07-19
2518,199,13,4,4080000,0.15,2023-05-09
2519,282,5,4,12800000,0.0,2023-04-29
2520,460,20,3,59850000,0.05,2024-01-12
2521,176,14,2,5320000,0.05,2023-03-01
2522,48,19,2,3740000,0.15,2023-01-11
2523,383,18,1,6000000,0.0,2024-08-04
2524,448,8,1,3500000,0.0,2023-02-28
2525,65,15,3,5400000,0.0,2023-07-04
2526,161,12,2,16200000,0.1,2024-09-08
2527,67,20,4,84000000,0.0,2024-02-12
2528,337,3,3,2422500,0.05,2023-03-20
2529,254,12,4,32400000,0.1,2023-08-14
2530,483,12,3,25650000,0.05,2024-07-18
2531,270,9,5,25000000,0.0,2023-11-23
2532,28,12,5,38250000,0.15,2024-02-25
2533,144,3,2,1615000,0.05,2023-07-28
2534,157,18,1,5400000,0.1,2023-08-04
2535,372,5,2,5440000,0.15,2023-02-06
2536,333,15,1,1530000,0.15,2023-04-27
2537,429,2,3,30600000,0.15,2023-10-04
2538,154,3,3,2167500,0.15,2023-03-03
2539,254,1,4,61200000,0.15,2024-01-27
2540,23,8,4,13300000,0.05,2023-07-30
2541,338,14,1,2520000,0.1,2024-06-29
2542,17,18,1,5400000,0.1,2023-12-23
2543,473,9,2,10000000,0.0,2024-08-28
2544,175,20,4,84000000,0.0,2024-03-20
2545,414,4,4,1260000,0.1,2024-07-20
2546,440,18,4,21600000,0.1,2024-04-19
2547,84,13,2,2280000,0.05,2024-04-23
2548,465,1,3,54000000,0.0,2023-10-15
2549,128,18,3,15300000,0.15,2023-10-30
2550,20,20,3,56700000,0.1,2023-10-08
2551,338,9,5,25000000,0.0,2024-10-30
2552,64,10,3,18900000,0.1,2024-08-05
2553,434,6,4,10000000,0.0,2024-03-30
2554,226,1,1,16200000,0.1,2024-04-22
2555,246,18,4,24000000,0.0,2023-08-12
2556,297,3,5,3825000,0.1,2023-10-11
2557,489,3,2,1530000,0.1,2024-03-27
2558,393,9,4,19000000,0.05,2023-09-23
2559,117,6,5,12500000,0.0,2023-05-31
2560,120,4,1,332500,0.05,2024-11-01
2561,351,17,5,24750000,0.1,2024-03-26
2562,22,18,1,5400000,0.1,2023-08-22
2563,500,9,3,15000000,0.0,2023-01-17
2564,308,8,1,3500000,0.0,2023-12-25
2565,260,15,5,9000000,0.0,2023-04-26
2566,122,7,5,20250000,0.1,2023-11-30
2567,425,14,4,10080000,0.1,2023-03-15
2568,74,1,5,81000000,0.1,2023-12-01
2569,172,14,3,7140000,0.15,2024-10-29
2570,483,10,1,6650000,0.05,2024-09-28
2571,189,2,2,24000000,0.0,2023-10-25
2572,55,20,3,56700000,0.1,2023-08-05
2573,482,7,5,22500000,0.0,2024-01-23
2574,337,5,1,3200000,0.0,2024-01-26
2575,491,8,5,14875000,0.15,2024-08-01
2576,276,4,1,297500,0.15,2024-06-24
2577,338,17,4,19800000,0.1,2024-06-16
2578,138,7,3,12825000,0.05,2024-08-12
2579,169,8,2,5950000,0.15,2024-01-06
2580,162,4,4,1190000,0.15,2023-09-04
2581,186,3,5,4250000,0.0,2023-12-27
2582,469,12,4,34200000,0.05,2024-10-31
2583,230,14,5,13300000,0.05,2023-08-24
2584,474,18,4,22800000,0.05,2023-09-08
2585,311,9,3,13500000,0.1,2023-10-21
2586,61,3,4,3230000,0.05,2024-02-23
2587,295,16,2,12350000,0.05,2024-10-09
2588,449,15,2,3600000,0.0,2023-01-16
2589,215,9,4,20000000,0.0,2024-07-21
2590,65,2,1,11400000,0.05,2024-03-17
2591,38,5,5,13600000,0.15,2024-06-11
2592,463,14,2,4760000,0.15,2023-12-29
2593,357,18,3,18000000,0.0,2023-09-05
2594,173,11,5,22500000,0.0,2024-08-28
2595,370,2,3,30600000,0.15,2023-03-17
2596,467,14,4,9520000,0.15,2024-10-07
2597,149,16,2,13000000,0.0,2023-05-18
2598,78,1,5,81000000,0.1,2024-08-30
2599,346,15,3,4590000,0.15,2024-01-24
2600,91,17,3,16500000,0.0,2024-08-25
2601,119,10,3,21000000,0.0,2024-05-20
2602,289,17,5,23375000,0.15,2024-06-21
2603,147,11,3,12825000,0.05,2024-01-29
2604,489,5,2,5440000,0.15,2023-02-12
2605,266,9,5,22500000,0.1,2024-08-11
2606,51,12,2,18000000,0.0,2023-10-19
2607,148,9,4,19000000,0.05,2024-05-13
2608,454,6,3,7500000,0.0,2023-10-23
2609,474,8,3,9975000,0.05,2024-11-13
2610,50,7,5,21375000,0.05,2024-07-19
2611,15,20,5,99750000,0.05,2023-02-10
2612,4,16,3,18525000,0.05,2023-01-27
2613,145,19,4,8360000,0.05,2024-03-12
2614,426,15,1,1800000,0.0,2023-10-30
2615,228,14,3,8400000,0.0,2024-05-20
2616,443,5,1,2880000,0.1,2023-10-13
2617,412,3,1,765000,0.1,2023-08-16
2618,81,17,3,14025000,0.15,2023-12-10
2619,323,17,1,4950000,0.1,2024-11-19
2620,457,2,1,10800000,0.1,2024-03-19
2621,98,18,1,6000000,0.0,2024-11-07
2622,126,5,4,12160000,0.05,2024-08-23
2623,345,7,4,17100000,0.05,2023-09-29
2624,249,6,3,7125000,0.05,2024-05-23
2625,102,3,2,1700000,0.0,2024-06-12
2626,223,3,5,4037500,0.05,2024-05-17
2627,364,6,4,9000000,0.1,2023-02-09
2628,315,13,5,5700000,0.05,2024-10-08
2629,327,12,5,42750000,0.05,2024-05-10
2630,450,10,3,17850000,0.15,2023-08-26
2631,251,13,3,3060000,0.15,2024-09-04
2632,152,4,1,315000,0.1,2023-08-13
2633,215,15,2,3060000,0.15,2023-11-30
2634,60,6,3,7500000,0.0,2024-04-20
2635,178,13,4,4080000,0.15,2023-05-12
2636,308,14,1,2520000,0.1,2023-08-29
2637,138,17,4,22000000,0.0,2023-08-09
2638,288,11,3,11475000,0.15,2023-09-25
2639,201,15,4,6480000,0.1,2024-03-11
2640,468,2,4,45600000,0.05,2023-10-02
2641,174,2,4,40800000,0.15,2023-11-12
2642,114,19,5,10450000,0.05,2023-06-20
2643,400,4,5,1575000,0.1,2024-09-20
2644,67,20,1,21000000,0.0,2024-07-06
2645,411,13,3,3240000,0.1,2023-04-03
2646,393,18,1,5700000,0.05,2023-03-06
2647,186,18,2,10200000,0.15,2023-07-23
2648,441,8,2,6300000,0.1,2023-10-25
2649,170,14,5,13300000,0.05,2023-08-09
2650,482,1,1,18000000,0.0,2023-02-06
2651,257,13,1,1140000,0.05,2024-05-11
2652,145,10,2,13300000,0.05,2023-01-25
2653,18,9,4,17000000,0.15,2023-05-07
2654,68,9,1,5000000,0.0,2023-03-28
2655,259,14,1,2660000,0.05,2023-01-21
2656,49,19,2,3960000,0.1,2024-02-05
2657,402,11,5,22500000,0.0,2024-03-11
2658,155,9,2,10000000,0.0,2024-04-14
2659,136,19,4,7920000,0.1,2024-04-27
2660,220,3,4,3060000,0.1,2023-08-16
2661,248,10,5,33250000,0.05,2024-06-30
2662,196,1,4,64800000,0.1,2024-05-23
2663,391,18,4,22800000,0.05,2023-04-21
2664,296,1,2,30600000,0.15,2024-02-11
2665,190,16,1,5850000,0.1,2024-07-30
2666,171,5,1,3200000,0.0,2024-10-07
2667,288,6,4,9500000,0.05,2023-08-01
2668,43,5,5,13600000,0.15,2024-02-17
2669,268,19,1,1870000,0.15,2023-08-27
2670,130,14,3,7980000,0.05,2023-11-15
2671,19,11,5,19125000,0.15,2024-08-01
2672,447,1,2,30600000,0.15,2023-10-02
2673,280,16,2,11700000,0.1,2023-11-17
2674,237,16,5,32500000,0.0,2024-06-10
2675,472,4,1,297500,0.15,2024-03-11
2676,66,1,5,90000000,0.0,2023-06-15
2677,86,7,1,4500000,0.0,2024-03-24
2678,454,14,2,4760000,0.15,2024-05-22
2679,72,18,4,24000000,0.0,2024-03-04
2680,152,4,3,945000,0.1,2024-03-21
2681,268,11,3,12825000,0.05,2024-09-21
2682,73,10,2,12600000,0.1,2024-06-19
2683,266,20,4,71400000,0.15,2023-09-15
2684,108,11,2,7650000,0.15,2023-05-19
2685,6,11,2,8550000,0.05,2024-03-02
2686,241,3,3,2422500,0.05,2023-01-06
2687,103,4,4,1260000,0.1,2024-07-04
2688,49,2,4,45600000,0.05,2024-10-01
2689,35,12,5,42750000,0.05,2024-10-13
2690,177,1,3,48600000,0.1,2023-07-17
2691,421,14,3,7560000,0.1,2024-08-21
2692,320,13,5,5700000,0.05,2023-09-18
2693,40,19,1,2090000,0.05,2023-06-06
2694,144,6,5,12500000,0.0,2023-09-27
2695,65,17,4,19800000,0.1,2024-08-24
2696,295,19,3,5610000,0.15,2024-09-11
2697,108,6,2,4750000,0.05,2023-01-03
2698,47,20,2,39900000,0.05,2023-05-31
2699,244,1,1,18000000,0.0,2023-11-28
2700,71,17,4,18700000,0.15,2024-03-26
2701,168,10,1,6650000,0.05,2024-05-27
2702,287,13,4,4080000,0.15,2024-01-22
2703,182,10,3,21000000,0.0,2024-06-18
2704,453,20,2,37800000,0.1,2023-08-08
2705,365,5,5,13600000,0.15,2024-03-23
2706,251,9,5,21250000,0.15,2023-05-04
2707,334,12,1,8100000,0.1,2023-07-02
2708,438,15,3,4590000,0.15,2024-11-17
2709,110,20,2,35700000,0.15,2024-07-27
2710,192,6,2,4250000,0.15,2023-01-11
2711,185,17,1,4950000,0.1,2023-07-19
2712,169,4,3,1050000,0.0,2024-01-13
2713,311,9,3,12750000,0.15,2023-02-04
2714,204,2,3,36000000,0.0,2023-09-17
2715,498,19,4,7480000,0.15,2023-02-01
2716,252,6,5,12500000,0.0,2024-04-29
2717,20,12,5,42750000,0.05,2023-01-30
2718,362,6,1,2125000,0.15,2023-05-15
2719,428,4,4,1400000,0.0,2023-02-27
2720,161,4,3,997500,0.05,2024-07-11
2721,336,20,3,56700000,0.1,2023-01-18
2722,460,6,3,7500000,0.0,2024-08-23
2723,482,13,1,1200000,0.0,2024-03-02
2724,99,17,3,16500000,0.0,2023-06-01
2725,89,15,3,5130000,0.05,2023-02-15
2726,353,17,2,11000000,0.0,2024-02-24
2727,160,9,3,15000000,0.0,2024-07-28
2728,175,15,1,1530000,0.15,2024-08-04
2729,46,4,2,700000,0.0,2023-04-03
2730,96,11,1,4275000,0.05,2024-08-28
2731,404,1,3,45900000,0.15,2023-08-11
2732,42,8,2,6650000,0.05,2023-11-12
2733,159,2,3,34200000,0.05,2024-01-24
2734,143,5,3,8160000,0.15,2024-08-01
2735,116,7,2,8550000,0.05,2023-10-07
2736,152,9,3,15000000,0.0,2024-03-26
2737,251,12,3,24300000,0.1,2024-08-15
2738,396,17,2,11000000,0.0,2024-04-05
2739,487,19,2,4180000,0.05,2024-01-30
2740,360,14,3,7980000,0.05,2023-12-22
2741,176,17,3,16500000,0.0,2024-07-18
2742,263,7,2,7650000,0.15,2023-09-22
2743,134,2,5,57000000,0.05,2023-04-29
2744,244,5,5,14400000,0.1,2024-04-23
2745,191,19,5,11000000,0.0,2024-01-22
2746,166,4,3,1050000,0.0,2024-10-06
2747,82,14,3,7560000,0.1,2024-05-01
2748,332,4,3,945000,0.1,2023-07-11
2749,84,15,2,3600000,0.0,2024-07-13
2750,225,20,5,89250000,0.15,2024-04-12
